index	speaker	sentiment	movingave(bin 20)	text	movingave
2210		Neutral	0	[His hand slips slowly up her arm to her shoulder.	0.077516348
2211		None	0	MUSIC SWELLS TUMULTUOUSLY	0.077516348
2212	Jim	Negative	0	He suddenly turns her about and kisses her on the lips.	0.077516348
2213	Jim	Negative	0	"When he releases her, LAURA sinks on the sofa with a bright, dazed look."	0.077516348
2214	Jim	Neutral	0	J IM backs away and fishes in his pocket for a cigarette.	0.077516348
2215		Neutral	-0.027027	LEGEND ON SCREEN: ' SOUVENIR'.]	0.050489348
2216	Jim	Neutral	-0.026316	Stumble-john !	0.051200348
2217		Negative	-0.052632	"[He lights the cigarette, avoiding her look."	0.024884348
2218		Positive	-0.078947	There is a peal of girlish laughter from AMANDA in the kitchen.	-0.001430652
2219		Neutral	-0.078947	LAURA slowly raises and opens her hand.	-0.001430652
2220		Neutral	-0.052632	It still contains the little broken glass animal.	0.024884348
2221		Positive	-0.078947	"She looks at it with a tender, bewildered expression.]"	-0.001430652
2222		Neutral	-0.13158	Stumble-john !	-0.054063652
2223	Jim	Negative	-0.15789	I shouldn't have done that - That was way off the beam.	-0.080373652
2224	Jim	Negative	-0.13158	"You don't smoke, do you?"	-0.054063652
2225		Neutral	-0.18421	"[She looks up, smiling, not hearing the question."	-0.106693652
2226		Neutral	-0.18421	He sits beside her a little gingerly.	-0.106693652
2227		Neutral	-0.18421	She looks at him speechlessly - waiting.	-0.106693652
2228		Neutral	-0.23684	"He coughs decorously and moves a little farther aside as he considers the situation and senses her feelings, dimly, with perturbation."	-0.159323652
2229		Neutral	-0.26316	Gently.]	-0.185643652
2230	Jim	Neutral	-0.26316	Would you - care for a - mint?	-0.185643652
2231		Neutral	-0.26316	[She doesn't seem to hear him but her look grows brighter even.]	-0.185643652
2232	Jim	Neutral	-0.25641	Peppermint - Life-Saver?	-0.178893652
2233	Jim	None	-0.23077	My pocket's a regular drug store - wherever I go ...	-0.153253652
2234		None	-0.20513	 	-0.127613652
2235		Negative	-0.23077	[He pops a mint in his mouth.	-0.153253652
2236		Neutral	-0.23077	Then gulps and decides to make a clean breast of it.	-0.153253652
2237		Neutral	-0.20513	He speaks slowly and gingerly.]	-0.127613652
2238	Jim	Negative	-0.17949	"Laura, you know, if I had a sister like you, I'd do the same thing as Tom."	-0.101973652
2239	Jim	Positive	-0.20513	I'd bring out fellows and - introduce her to them.	-0.127613652
2240	Jim	Positive	-0.15385	The right type of boys of a type to - appreciate her.	-0.076333652
2241	Jim	Neutral	-0.17949	Only - well - he made a mistake about me.	-0.101973652
2242	Jim	Negative	-0.17949	Maybe I've got no call to be saying this.	-0.101973652
2243	Jim	Negative	-0.17949	That may not have been the idea in having me over.	-0.101973652
2244	Jim	Neutral	-0.15385	But what if it was?	-0.076333652
2245	Jim	Negative	-0.15385	There's nothing wrong about that.	-0.076333652
2246	Jim	Negative	-0.12821	The only trouble is that in my case - I'm not in a situation to - do the right thing.	-0.050693652
2247	Jim	Negative	-0.15385	I can't take down your number and say I'll phone.	-0.076333652
2248	Jim	Negative	-0.17949	I can't call up next week and - ask for a date.	-0.101973652
2249	Jim	Negative	-0.12821	I thought I had better explain the situation in case you misunderstand it and - hurt your feelings.	-0.050693652
2250		Neutral	-0.12821	.	-0.050693652
2251		Neutral	-0.15385	[Pause.	-0.076333652
2252		Neutral	-0.12821	"Slowly, very slowly, LAURA's look changes, her eyes returning slowly from his to the ornament in her palm."	-0.050693652
2253		Neutral	-0.15385	AMANDA utters another gay laugh in the kitchen.]	-0.076333652
2254	Laura	Neutral	-0.175	LAURA [faintly] You - won't - call again?	-0.097483652
2255	Jim	Negative	-0.17073	"JIM: No, Laura, I can't."	-0.093213652
2256		Neutral	-0.14634	[He rises from the sofa.]	-0.068823652
2257	Jim	Positive	-0.14634	"As I was just explaining, I've - got strings on me."	-0.068823652
2258	Jim	Neutral	-0.17073	"Laura, I've - been going steady !"	-0.093213652
2259	Jim	Neutral	-0.12195	I go out all of the time with a girl named Betty.	-0.044433652
2260	Jim	Very Positive	-0.14634	"She's a home-girl like you, and Catholic, and Irish, and in a great many ways we - get along fine."	-0.068823652
2261	Jim	Negative	-0.17073	"I met her last summer on a moonlight boat trip up the river to Alton, on the Majestic."	-0.093213652
2262	Jim	Positive	-0.19512	Well - right away from the start it was - love !	-0.117603652
2263		Neutral	-0.14634	[LEGEND: 'LOVE!'	-0.068823652
2264		Neutral	-0.097561	LAURA sways slightly forward and grips the arm of the sofa.	-0.020044652
2265		Negative	-0.073171	"He fails to notice, now enrapt in his own comfortable being.]"	0.004345348
2266	Jim	Positive	-0.04878	Being in love has made -a new man of me !	0.028736348
2267		Negative	-0.02439	"[Leaning stiffly forward, clutching the arm of the sofa LAURA struggles visibly with her storm."	0.053126348
2268		Negative	0	"But JIM is oblivious, she it a long way of.]"	0.077516348
2269	Jim	Very Positive	0.02439	The power of love is really pretty tremendous !	0.101906348
2270	Jim	Neutral	0.04878	"Love is something that - changes the whole world, Laura !"	0.126296348
2271		Negative	0.05	[The storm abates a little and LAURA leans back.	0.127516348
2272		Positive	0.051282	He notices her again.]	0.128798348
2273	Jim	Negative	0.025641	"It happened that Betty's aunt took sick, she got a wire and had to go to Centralia."	0.103157348
2274	Jim	Negative	0.026316	"So Tom - when he asked me to dinner - I naturally just accepted the invitation, not knowing that you - that he - that !"	0.103832348
2275		Neutral	0.052632	[He stops awkwardly.]	0.130148348
2276	Jim	Neutral	0.078947	huh - I'm a stumble-john!	0.156463348
2277		Neutral	0.078947	[He flops back on the sofa.	0.156463348
2278		Negative	0.026316	The holy candles in the altar of LAURA's face have been snuffed out.	0.103832348
2279		Positive	0.026316	There is a look of almost infinite desolation.	0.103832348
2280	Jim	Neutral	0	JIM: glances at her uneasily.]	0.077516348
2281	Jim	Neutral	-0.078947	I wish that you would - say something.	-0.001430652
2282		Negative	-0.078947	[She bites her lip which was trembling and then bravely smiles.	-0.001430652
2283		Positive	-0.10526	She opens her hand again on the broken glass ornament.	-0.027743652
2284		Positive	-0.10526	Then she gently takes his hand and raises it level with her own.	-0.027743652
2285		Positive	-0.10526	"She carefully places the unicorn in the palm of his hand, then pushes his fingers closed upon it.]"	-0.027743652
2286	Jim	Neutral	-0.10526	What are you - doing that for?	-0.027743652
2287	Jim	Neutral	-0.13158	You want me to have him?	-0.054063652
2288	Jim	Neutral	-0.10526	Laura?	-0.027743652
2289		Neutral	-0.10526	[She nods.]	-0.027743652
2290	Jim	Neutral	-0.15789	What for?	-0.080373652
2291	Laura	None	-0.18421	LAURA: A - souvenir ...	-0.106693652
2292		None	-0.13158	 	-0.054063652
2293		Negative	-0.15789	[She rues unsteadily and crouches beside Lim victrola to wind it up.	-0.080373652
2294		None	-0.13158	LEGEND ON SCREEN: ' THINGS HAVE A WAY OF	-0.054063652
2295		Positive	-0.10526	TURNING OUT SO BADLY !'	-0.027743652
2296		Neutral	-0.078947	OR IMAGE: GENTLEMAN CALLER WAVING GOOD-BYE!	-0.001430652
2297		Neutral	-0.078947		-0.001430652
2298		Negative	-0.078947	At this moment AMANDA rushes brightly back in the front room.	-0.001430652
2299		Neutral	-0.052632	She bears a pitcher of fruit Punch in an old-fashioned cut-glass Pitcher and a plate of macaroons.	0.024884348
2300		Negative	-0.10526	The Plate has a gold border and poppies painted on it.]	-0.027743652
2301	Amanda	Negative	-0.13158	"AMANDA: Well, Well, Well !"	-0.054063652
2302	Amanda	Negative	-0.13158	Isn't the air delightful after the shower?	-0.054063652
2303	Amanda	Neutral	-0.10526	I've made you children a little liquid refreshment.	-0.027743652
2304		Neutral	-0.13158	[Turns gaily to the gentleman caller.]	-0.054063652
2305	Amanda	Neutral	-0.15789	"JIM, do you know that song about lemonade?"	-0.080373652
2306	Amanda	Negative	-0.18421	"'Lemonade, lemonade Made in the shade and stirred with a spade Good enough for any old maid !'"	-0.106693652
2307	Jim	Neutral	-0.18421	JIM [uneasily]: Ha-ha!	-0.106693652
2308	Jim	Neutral	-0.21053	No - I never heard it.	-0.133013652
2309	Amanda	Negative	-0.23684	"A M: A N D A: Why, Laura !"	-0.159323652
2310	Amanda	Neutral	-0.26316	You look so serious !	-0.185643652
2311	Jim	Negative	-0.28947	JIM: We were having a serious conversation.	-0.211953652
2312	Amanda	Positive	-0.30769	AMANDA: Good !	-0.230173652
2313	Amanda	Neutral	-0.3	Now you're better acquainted !	-0.222483652
2314	Jim	Neutral	-0.275	J I M: [uncertainly] : Ha-ha !	-0.197483652
2315	Jim	Neutral	-0.2439	Yes.	-0.166383652
2316	Amanda	Positive	-0.29268	AMANDA: You modem young people are much more serious-minded than my generation.	-0.215163652
2317	Amanda	Neutral	-0.31707	I was so gay as a girl !	-0.239553652
2318	Jim	Neutral	-0.29268	"JIM: You haven't changed, Mrs Wingfield."	-0.215163652
2319	Amanda	Neutral	-0.2439	AMANDA: Tonight I'm rejuvenated !	-0.166383652
2320	Amanda	Negative	-0.2439	"The gaiety of the occasion, Mr O'Connor !"	-0.166383652
2321		Negative	-0.19512	[She tosses her head with a pod of laughter.	-0.117603652
2322		Neutral	-0.19512	Spa lemonade.]	-0.117603652
2323	Amanda	Neutral	-0.19512	Oooo!	-0.117603652
2324	Amanda	Neutral	-0.17073	I'm baptizing myself!	-0.093213652
2325	Jim	Neutral	-0.17073	JIM: Here - let me.	-0.093213652
2326	Amanda	Neutral	-0.17073	AMANDA [Setting the pitcher down] : There now.	-0.093213652
2327	Amanda	Neutral	-0.17073	I discovered we had some maraschino cherries.	-0.093213652
2328	Amanda	Negative	-0.19512	"I dumped them in, juice and all !"	-0.117603652
2329	Jim	Negative	-0.21951	"JIM: You shouldn't have gone to that trouble, Mrs Wingfield."	-0.141993652
2330	Amanda	Negative	-0.21951	"AMANDA: Trouble, trouble?"	-0.141993652
2331	Amanda	Negative	-0.2439	"Why, it was loads of fun!"	-0.166383652
2332	Amanda	Negative	-0.19512	Didn't you hear me cutting up in the kitchen?	-0.117603652
2333	Amanda	Neutral	-0.19512	I bet your ears were burning!	-0.117603652
2334	Amanda	Neutral	-0.19512	I told Tom how outdone with him I was for keeping you to himself so long a time!	-0.117603652
2335	Amanda	Positive	-0.17073	"He should have brought you over much, much sooner !"	-0.093213652
2336	Amanda	Negative	-0.14634	"Well, now that you've found your way, I want you to be a very frequent caller !"	-0.068823652
2337	Amanda	Negative	-0.17073	Not just occasional but all the time.	-0.093213652
2338	Amanda	Positive	-0.17073	"Oh, we're going to have a lot of gay times together !"	-0.093213652
2339	Amanda	Positive	-0.17073	I see them coming !	-0.093213652
2340	Amanda	Neutral	-0.14634	"Mmm, just breathe that air !"	-0.068823652
2341	Amanda	Positive	-0.12195	"So fresh, and the moon's so pretty !"	-0.044433652
2342	Amanda	Negative	-0.097561	I'll skip back out - I know where my place is when young folks are having a - serious conversation !	-0.020044652
2343	Jim	Negative	-0.097561	"JIM: Oh, don't go out, Mrs Wingfield."	-0.020044652
2344	Jim	Positive	-0.097561	The fact of the matter is I've got to be going.	-0.020044652
2345	Amanda	Neutral	-0.097561	"AMANDA: Going, now?"	-0.020044652
2346	Amanda	Neutral	-0.073171	You're joking !	0.004345348
2347	Amanda	Negative	-0.073171	"Why, it's only the shank of the evening, Mr O'Connor !"	0.004345348
2348	Jim	Negative	-0.073171	"JIM: Well, you know how it is."	0.004345348
2349	Amanda	Negative	-0.04878	AMANDA: You mean you're a young working man and have to keep working men's hours.	0.028736348
2350	Amanda	Negative	-0.02439	Well let you off early tonight.	0.053126348
2351	Amanda	Negative	-0.02439	But only on the condition that next time you stay later.	0.053126348
2352	Amanda	Positive	0	What's the best night for you?	0.077516348
2353	Amanda	Positive	0.02439	Isn't Saturday night the best night for you working men?	0.101906348
2354	Jim	Neutral	0	"J I M: I have a couple of time-clocks to punch, Mrs Wingfield."	0.077516348
2355	Jim	Positive	0	"One at morning, another one at night !"	0.077516348
2356	Amanda	Positive	-0.02439	"AMANDA: My, but you are ambitious !"	0.053126348
2357	Amanda	Neutral	0	"You work at night, too?"	0.077516348
2358	Jim	Neutral	0.04878	"JIM: No, Ma'am, not work but - Betty !"	0.126296348
2359		Neutral	0.073171	[He crosses deliberately to pick up his hat.	0.150687348
2360		Positive	0.02439	The band at the Paradise Dance Hall goes into a tender waltz.]	0.101906348
2361	Amanda	Neutral	0	AMANDA: Betty?	0.077516348
2362	Amanda	Neutral	-0.02439	Betty?	0.053126348
2363	Amanda	Neutral	-0.02439	Who's - Betty !	0.053126348
2364		Neutral	0	[There is an ominous cracking sound in the sky.]	0.077516348
2365	Jim	Neutral	0	"JIM: Oh, just a girl."	0.077516348
2366	Jim	Positive	0	The girl I go steady with [He smiles charmingly.	0.077516348
2367		Neutral	0	The sky falls.]	0.077516348
2368		Neutral	0.073171	[LEGEND: 'THE SKY FALLS'.]	0.150687348
2369	Amanda	Neutral	0.097561	AMANDA [a long-drawn exhalation]: Ohhhh.	0.175077348
2370	Amanda	Neutral	0.12195	"... Is it a serious romance, Mr O'Connor?"	0.199466348
2371	Jim	Negative	0.14634	JIM: - We're going to be married the second Sunday in June.	0.223856348
2372	Amanda	Neutral	0.17073	AMANDA: Ohhhh - how nice !	0.248246348
2373	Amanda	Neutral	0.17073	Tom didn't mention that you were engaged to be married.	0.248246348
2374	Jim	Negative	0.12195	JIM: The cat's not out of the bag at the warehouse yet.	0.199466348
2375	Jim	Neutral	0.12195	You know how they are.	0.199466348
2376	Jim	Neutral	0.073171	They call you Romeo and stuff like that.	0.150687348
2377		Neutral	0.073171	[He stops at the oval mirror to put on his hat.	0.150687348
2378		Positive	0.073171	He carefully shapes the brim and the crown to give a discreetly dashing effect.]	0.150687348
2379	Jim	Very Positive	0.073171	"It's been a wonderful evening, Mrs Wingfield."	0.150687348
2380	Jim	Negative	0.073171	I guess this is what they mean by Southern hospitality.	0.150687348
2381	Amanda	Negative	0.073171	AMANDA: It really wasn't anything at all.	0.150687348
2382	Jim	Neutral	0.073171	J I M: I hope it don't seem like I'm rushing off.	0.150687348
2383	Jim	Negative	0.04878	"But I promised Betty I'd pick her up at the Wabash depot, an' by the time I get my jalopy down there her train'll be in."	0.126296348
2384	Jim	Neutral	0.02439	Some women are pretty upset if you keep 'em waiting.	0.101906348
2385	Amanda	Positive	0.04878	"AMANDA: Yes, I know - the tyranny of women !"	0.126296348
2386		Neutral	0.04878	[Extends her hand.]	0.126296348
2387	Amanda	Neutral	0	"Good-bye, Mr O'Connor."	0.077516348
2388	Amanda	Very Positive	0	I wish you luck - and happiness - and success !	0.077516348
2389	Amanda	Neutral	-0.02439	"All three of them, and so does Laura !"	0.053126348
2390	Amanda	Neutral	-0.02439	"-Don't you, Laura?"	0.053126348
2391	Laura	Neutral	-0.02439	LAURA: Yes !	0.053126348
2392	Jim	Neutral	0.04878	"JIM [taking her hand]: Good-bye, Laura."	0.126296348
2393	Jim	Positive	0.04878	I'm certainly going to treasure that souvenir.	0.126296348
2394	Jim	Negative	0.02439	And don't you forget the good advice I gave you.	0.101906348
2395	Jim	Neutral	0.04878	[Raises his voice to a cheery shout.]	0.126296348
2396	Jim	Negative	0.04878	"So long, Shakespeare !"	0.126296348
2397	Jim	Positive	0.04878	"Thanks again, ladies - Good night !"	0.126296348
2398		Neutral	0.04878	[He grins and ducks jauntily out.]	0.126296348
2399		Neutral	0	"Still bravely grimacing, AMANDA closes the door on the gentleman caller."	0.077516348
2400		Neutral	-0.073171	Then she turns back to the room with a Puzzled expression.	0.004345348
2401		Positive	-0.04878	She and LAURA don't dare face each other.	0.028736348
2402		Neutral	-0.04878	LAURA crouches beside the victrola to wind it.]	0.028736348
2403	Amanda	Negative	-0.073171	AMANDA [faintly] Things have a way of turning out so badly.	0.004345348
2404	Amanda	Negative	-0.073171	I don't believe that I would play the victrola.	0.004345348
2405	Amanda	Positive	-0.097561	"Well, well - well Our gentleman caller was engaged to be married!"	-0.020044652
2406	Amanda	Neutral	-0.12195	TOM!	-0.044433652
2407	Tom	Negative	-0.097561	"TOM [from back]: Yes, Mother?"	-0.020044652
2408	Amanda	Neutral	-0.097561	AMANDA: Come in here a minute.	-0.020044652
2409	Amanda	Negative	-0.14634	I want to tell you something awfully funny.	-0.068823652
2410	Tom	Neutral	-0.14634	TOM [enters with macaroon and a glass of lemonade]: Has the gentleman caller gotten away already?	-0.068823652
2411	Amanda	Neutral	-0.12195	AMANDA: The gentleman caller has made an early departure.	-0.044433652
2412	Amanda	Very Positive	-0.12195	What a wonderful joke you played on us !	-0.044433652
